Ligand SMILES,IC50 (nM),pIC50,activity_class,MolWt,TPSA,HBD,HBA,RotBonds,LogP,is_known_binder
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)F)c1cc(OCCNCCCF)ccc1F, 0.230,9.638272163982407,strong,481.50900000000024,40.29,2.0,3.0,9.0,5.533300000000006,False
Cc1cc(Oc2ccc(c3[C@H](O)C(F)(F)Cc23)S(=O)(=O)C(F)F)ccc1F, 30.0,7.522878745280337,strong,408.344,63.6,1.0,4.0,4.0,4.147520000000002,True
CC1(C)Oc2cnc(CN(c3ccccc3)S(=O)(=O)c3ccc(cc3)[N+]([O-])=O)cc2C=C1, 1800,5.7447274948966935,weak,451.50400000000025,102.63999999999999,0.0,6.0,6.0,4.569500000000004,True
CCC(C)c1ccccc1-c1sc2cc(O)ccc2c1Oc1ccc(\C=C\C(O)=O)cc1, 7.00,8.154901959985743,strong,444.5520000000002,66.75999999999999,2.0,4.0,7.0,7.677500000000007,False
Fc1cc(Cl)cc(Oc2ccc(c(C#N)c2Cl)S(=O)(=O)C(F)(F)F)c1, 15.0,7.823908740944319,strong,414.163,67.16,0.0,4.0,3.0,5.0899800000000015,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCC#N)c1c(F)ccc(OCCNCCCF)c1C, 0.065,10.187086643357144,strong,466.57600000000025,64.08,2.0,4.0,10.0,5.193100000000005,False
CCCC[C@H](O)c1cc(=O)oc2c(C(=O)CC(C)C)c(O)c(CC=C(C)C)c(O)c12, 1720,5.764471553092451,weak,416.5140000000002,107.97,3.0,6.0,9.0,5.165300000000006,True
CC1=C([C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CC(CF)C2)cc1)c1cccc(O)c1, 0.030000,10.522878745280337,strong,461.5330000000002,62.16,2.0,5.0,7.0,5.442300000000006,False
CS(=O)(=O)c1ccc(Oc2cncc(Cl)c2)c2[C@@H](F)C(F)(F)[C@@H](O)c12, 7.00,8.154901959985743,strong,393.77000000000004,76.49000000000001,1.0,5.0,3.0,3.6237000000000017,True
COc1cc(OCCNCCCF)ncc1[C@H]1N(CC2(F)CC2)[C@H](C)Cc2c1[nH]c1ccccc21, 2.40,8.619788758288394,strong,484.5910000000003,62.410000000000004,2.0,5.0,11.0,4.737600000000004,False
CS(=O)(=O)c1sc(c2CC(F)(F)[C@@H](O)c12)-c1cccc(c1)C#N, 4500,5.346787486224656,weak,355.38700000000006,78.16,1.0,5.0,2.0,2.9150800000000014,True
CC\C(=C(/c1ccc(O)cc1)c1cccc(OCCN2CCCCC2)c1)c1ccccc1, 21,7.6777807052660805,strong,427.5880000000002,32.7,1.0,3.0,8.0,6.626000000000007,False
COC(=O)CCCNC(=O)CCc1nnc(o1)-c1ccc(cc1)-c1ccccc1, 2820,5.549750891680639,weak,393.44300000000004,94.32,1.0,6.0,9.0,3.4056000000000015,True
Oc1ccc(cc1)-c1ccc2c(Cl)c(O)ccc2c1, 91,7.040958607678906,strong,270.71500000000003,40.46,2.0,2.0,1.0,4.571400000000002,False
Oc1cc2OCCC(c3ccc4NCCc4c3)=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c2cc1F, 41.0,7.3872161432802645,strong,518.6040000000004,53.96,2.0,5.0,7.0,6.053600000000006,False
CC(C)CN(Cc1ccc2OC(C)(C)C=Cc2c1)S(=O)(=O)c1ccc(cc1)[N+]([O-])=O, 532,6.274088367704952,weak,430.5260000000001,89.75,0.0,5.0,7.0,4.625900000000005,True
COc1ccc(cc1OC)S(=O)(=O)N(Cc1cnc2ccccc2c1)c1ccccc1, 2200,5.657577319177793,weak,434.5170000000001,68.73,0.0,5.0,7.0,4.647500000000004,True
O[C@H]1c2c(CC1(F)F)c(Oc1cc(F)cc(c1)C#N)ccc2S(=O)(=O)CCl, 17.0,7.769551078621726,strong,417.79200000000014,87.38999999999999,1.0,5.0,4.0,3.6844800000000024,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2[C@@H](F)C(F)(F)[C@@H](O)c12, 9.0,8.045757490560675,strong,401.33700000000005,87.39,1.0,5.0,3.0,3.586080000000002,True
Oc1ccc(cc1)C1=Cc2cc(O)ccc2C11C(=O)c2ccccc2C1=O, 91,7.040958607678906,strong,354.3610000000001,74.6,2.0,4.0,1.0,3.969000000000003,False
CC\C(=C(/c1cc2ccccc2[nH]1)c1ccc(\C=C\C(O)=O)cc1)c1cccc(Cl)c1Cl, 3.2,8.494850021680094,strong,462.3760000000002,53.089999999999996,2.0,1.0,6.0,7.9416000000000055,False
NC(=O)c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)-c1ccc(O)cc1, 30,7.522878745280337,strong,500.6200000000003,92.86,2.0,6.0,8.0,5.468500000000006,False
Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O, 9.7,8.013228265733755,strong,270.24,90.9,3.0,5.0,1.0,2.576800000000001,False
COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C([C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O)C3=O, 3930,5.405607449624573,weak,428.4370000000003,109.11000000000001,0.0,8.0,3.0,2.5364000000000004,True
CCCCN(Cc1ccc2OC(C)(C)C=Cc2c1)S(=O)(=O)c1ccc(OC)c(OC)c1, 3300,5.481486060122113,weak,445.5810000000002,65.07000000000001,0.0,5.0,9.0,4.879000000000005,True
COc1cc(OCCN2CC(CF)C2)ccc1[C@H]1N(CC2(F)CC2)[C@H](C)Cc2c1ccc1[nH]ncc21, 10.00,8.0,strong,496.6020000000003,53.620000000000005,1.0,5.0,9.0,4.689700000000005,False
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@H](N1CC(F)(F)CO)c1ccc(NC2CN(CCCF)C2)cn1, 0.501187,9.300000202445418,strong,488.5580000000003,80.31,3.0,6.0,9.0,3.377200000000002,False
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31, 3.4,8.468521082957745,strong,606.7820000000002,63.519999999999996,2.0,3.0,14.0,8.682600000000004,False
CC(=O)\C=C\c1ccc(cc1)C1=C(CCOc2cc(F)ccc12)c1ccc(O)cc1, 450,6.346787486224656,weak,400.44900000000007,46.53,1.0,3.0,4.0,5.875100000000006,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c1ccc(OCCNCCCF)cn1, 1.20,8.920818753952375,strong,456.58100000000024,53.18,2.0,4.0,10.0,4.975000000000004,False
Oc1ccc2C(=C(CSc2c1)c1ccc2OC(F)(F)Oc2c1)c1ccc(O[C@H]2CCN(CCCF)C2)cc1, 59.0,7.229147988357855,strong,541.5910000000003,51.160000000000004,1.0,6.0,7.0,6.591200000000006,False
CC(C)CCCCCCCCC\C=C/CCc1ccc(C=O)[nH]1, 20000,4.698970004336019,weak,317.517,32.86,1.0,1.0,14.0,6.482900000000007,True
Cn1nnc2ccc(cc12)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 133,6.876148359032914,weak,512.6290000000004,63.41,1.0,6.0,7.0,5.782000000000006,False
CC\C(=C(/c1cc2ccccc2[nH]1)c1ccc(\C=C\C(O)=O)cc1)c1ccccc1Cl, 29,7.5376020021010435,strong,427.93100000000015,53.089999999999996,2.0,1.0,6.0,7.288200000000006,False
CC(Oc1sc(c2[C@H](O)C(F)(F)Cc12)S(C)(=O)=O)C1CCC1, 821000,3.0856568428805593,weak,352.42400000000015,63.6,1.0,5.0,4.0,2.9438000000000013,True
Oc1ccc(cc1)[B]1234[B]567[B]89%10[B]%11%12%13[B]585[B]%118%11[B]%12%12%14[B]9%139[B]16%10[C]2%129[B]38%14[C]475%11, 9.6,8.017728766960431,strong,,,,,,,False
CCCCC12Cc3cc(O)ccc3C1=C(C(=O)CC2)c1ccccc1, 41,7.3872161432802645,strong,332.443,37.3,1.0,2.0,4.0,5.398600000000006,False
OC(=O)c1cccc(c1)C(=O)Nc1cccc(NC(=O)C2CCCO2)c1, 28800,4.540607512240769,weak,354.3620000000002,104.73,3.0,4.0,5.0,2.754600000000001,True
Ic1cccc(c1)[C@@H]1C[C@H](c2ccccc2)n2nnnc2N1, 1000,6.0,weak,403.22700000000003,55.63,1.0,5.0,2.0,3.424000000000002,True
NS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2[C@@H](F)[C@@H](F)[C@@H](O)c12, 63.0,7.200659450546418,strong,384.335,113.41000000000001,2.0,5.0,3.0,2.532780000000001,True
C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)[C@@H]2CSC(=O)N2)OC(=O)\C=C(C)/CC\C=C\C=C/1, 25000,4.6020599913279625,weak,421.5590000000002,84.86000000000001,2.0,6.0,1.0,3.859600000000002,True
Cc1nnc(\C=C\c2c(C)c(Oc3cc(F)cc(c3)C#N)ccc2S(=O)(=O)C(F)(F)F)o1, 1100,5.958607314841775,weak,467.4000000000001,106.08,0.0,7.0,5.0,4.953420000000003,True
CC(=O)C1=CC[C@H]2[C@]3(C)CC[C@H]4C(C)(C)CCC[C@]4(CO)[C@H]3C[C@H](O)[C@]2(C)[C@H]1C=O, 1600,5.795880017344075,weak,416.6020000000001,74.6,2.0,4.0,3.0,4.329000000000004,True
CC(C)Oc1sc(c2[C@H](O)C(F)(F)Cc12)S(C)(=O)=O, 12200000,1.9136401693252518,weak,312.35900000000004,63.6,1.0,5.0,3.0,2.1635999999999997,True
Oc1ccc2Cc3ccc4cc(O)ccc4c3C(c3ccc(OCCN4CCCCC4)cc3)c2c1, 6.6,8.18045606445813,strong,465.5930000000004,52.93,2.0,4.0,5.0,6.200100000000006,False
CC\C(=C(/c1cc2ccccc2[nH]1)c1ccc(\C=C\C(O)=O)cc1)c1ccccc1C(F)(F)F, 0.870000,9.060480747381382,strong,461.4830000000001,53.089999999999996,2.0,1.0,6.0,7.653600000000006,False
C[C@@H](CN1[C@@H](Cc2c([nH]c3ccccc23)[C@H]1c1c(F)ccc(OCCNCCCF)c1C)C(F)F)C(O)=O, 1.70,8.769551078621726,strong,535.5820000000003,77.59,3.0,4.0,12.0,5.245320000000004,False
CC[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CCCCC2)cc1)c1ccc(O)cc1, 14,7.853871964321762,strong,473.61300000000034,62.16,2.0,5.0,7.0,6.373600000000007,False
CCOc1ccc(cc1Cl)C(=O)Nc1cccc(C(O)=O)c1C, 15000,4.823908740944319,weak,333.77100000000013,75.63,2.0,3.0,5.0,3.9976200000000013,True
CCCC[C@H](OC)c1cc(=O)oc2c(C(=O)[C@@H](C)CC)c(OC)c(CC=C(C)C)c(OC)c12, 18400,4.735182176990463,weak,458.5950000000003,74.97,0.0,6.0,12.0,6.425400000000008,True
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1c(F)cnc(OCCNCCCF)c1C)C(O)=O, 1.20,8.920818753952375,strong,500.5900000000004,90.48000000000002,3.0,5.0,11.0,4.395120000000003,False
O[C@H]1c2c(CC1(F)F)c(Oc1cc(F)cc(c1)C#N)ccc2S(=O)(CF)=NC#N, 24.0,7.619788758288394,strong,425.3630000000001,106.47,1.0,6.0,4.0,3.949460000000003,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)F)c1c(F)ccc(OCCNCCCF)c1F, 1.20,8.920818753952375,strong,499.49900000000025,40.29,2.0,3.0,9.0,5.672400000000005,False
Cc1ccc(c(F)c1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)c(C)c2OCC1, 91.0,7.040958607678906,strong,505.6050000000004,41.93000000000001,1.0,4.0,7.0,6.702440000000007,False
CC(C)CN(Cc1ccc2OC(C)(C)C=Cc2c1)S(=O)(=O)c1cc(Cl)ccc1Cl, 731,6.13608262304214,weak,454.4190000000001,46.61,0.0,3.0,6.0,6.024500000000006,True
Oc1ccc2c(OCCC(c3ccc4occc4c3)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 7.00,8.154901959985743,strong,499.5820000000004,55.07,1.0,5.0,7.0,6.692700000000007,False
Cc1ccccc1C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 56.0,7.251811972993799,strong,471.6160000000003,32.7,1.0,3.0,7.0,6.808720000000007,False
Cc1nc2cc(nn2c(C)c1CCC(=O)NCc1ccco1)-c1ccccc1, 1810,5.7423214251308154,weak,374.444,72.43,1.0,5.0,6.0,3.855140000000003,True
Oc1ccc2c(Oc3ccc(OCCN4CC(CF)C4)cc3)c(sc2c1)C(=O)c1ccc(F)cc1, 1.2,8.920818753952375,strong,495.5470000000002,59.0,1.0,6.0,9.0,6.049400000000005,False
OC(=O)c1cccc(COc2ccccc2Cl)c1, 2580,5.58838029403677,weak,262.692,46.53,1.0,2.0,4.0,3.617200000000002,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)CO)c1c(F)cc(\C=C\C(O)=O)cc1F, 0.890000,9.050609993355087,strong,462.44300000000015,76.56,3.0,3.0,6.0,4.507500000000003,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c1c(F)cc(cc1F)N1CC(C1)C(N)=O, 3.2,8.494850021680094,strong,470.5390000000002,65.36000000000001,2.0,3.0,5.0,4.451700000000003,False
COc1cc(OCCNCCCF)cnc1[C@H]1N(CC(C)(C)F)[C@H](C)Cc2c1[nH]c1ccccc21, 0.280,9.55284196865778,strong,486.60700000000026,62.410000000000004,2.0,5.0,11.0,4.9836000000000045,False
FC(F)(F)COC(=O)c1cccc(COc2ccc3ccccc3c2)c1, 2860,5.543633966870957,weak,360.3310000000001,35.53,0.0,3.0,5.0,5.137900000000004,True
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1, 7.0,8.154901959985743,strong,387.523,32.7,1.0,3.0,8.0,5.701700000000005,False
CC(=O)C1=CC[C@H]2[C@]3(C)CC[C@H]4C(C)(C)CCC[C@@]4([C@H]3CC(=O)[C@]2(C)[C@H]1C=O)C(O)=O, 640,6.1938200260161125,weak,428.56900000000013,88.50999999999999,1.0,4.0,3.0,4.629500000000004,True
CC1(C)Oc2ccc(CN(c3ccc(F)cc3)S(=O)(=O)c3ccccc3)cc2C=C1, 7200,5.142667503568732,weak,423.5090000000001,46.61,0.0,3.0,5.0,5.405400000000005,True
Cc1cc(C)n(Cc2ccc(o2)C(=O)Nc2c[nH]nc2C(N)=O)n1, 71600,4.145086977692144,weak,328.3320000000001,131.82999999999998,3.0,6.0,5.0,1.2155399999999998,True
Oc1ccc(cc1)-c1sc2cc(O)ccc2c1Oc1ccc(\C=C\c2cc([nH]c(=O)n2)C(F)(F)F)cc1, 22.0,7.657577319177793,strong,522.5040000000002,95.43999999999998,3.0,6.0,5.0,7.044300000000006,False
Cc1c(ccc(Oc2cc(F)cc(F)c2)c1C#N)S(C)(=O)=O, 46.0,7.337242168318426,strong,323.32000000000005,67.16,0.0,4.0,3.0,3.3407000000000027,True
CCc1nc2cc(O)ccc2c(Oc2ccc(\C=C\C(O)=O)cc2)c1-c1ccccc1, 126,6.899629454882437,weak,411.4570000000001,79.65,2.0,4.0,6.0,6.059900000000006,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)F)c1ccc(F)c(OCCNCCCF)c1, 59.0,7.229147988357855,strong,481.50900000000024,40.29,2.0,3.0,9.0,5.533300000000005,False
CCCC[C@H](O)c1cc(=O)oc2c(C(=O)[C@@H](C)CC)c(OC)c(CC=C(C)C)c(OC)c12, 6310,5.199970640755866,weak,444.56800000000027,85.97,1.0,6.0,11.0,5.771300000000006,True
Oc1ccc(cc1)C(=C1CCCCC1)c1ccc(\C=C\C(=O)NCCCNC(=O)\C=C\c2ccc(cc2)C(=C2CCCCC2)c2ccc(O)cc2)cc1, 1.7,8.769551078621726,strong,706.9269999999999,98.66000000000001,4.0,4.0,12.0,9.978899999999994,False
Oc1ccc2O[C@H]([C@H](Sc2c1)C1CCCCCC1)c1ccc(OCCN2CCCCC2)cc1, 21,7.6777807052660805,strong,467.67500000000035,41.93,1.0,5.0,6.0,6.821700000000007,False
CC1=C([C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CC(CF)C2)cc1)c1cccc(O)c1, 0.030000,10.522878745280337,strong,461.5330000000002,62.16,2.0,5.0,7.0,5.442300000000006,False
OC[C@H]1C[C@@H](O)c2c1c(Oc1cc(F)cc(Cl)c1)ccc2S(=O)(=O)C(F)(F)F, 730,6.136677139879544,weak,440.79800000000006,83.82999999999998,2.0,5.0,4.0,4.077900000000002,True
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O, 21.04,7.676954264518298,strong,272.388,40.46,2.0,2.0,0.0,3.6092000000000026,False
C[C@@]12CCCc3coc(c13)C(=O)c1cc3C(=O)C4=NCCS(=O)(=O)C4C(=O)c3cc21, 200,6.698970004336019,weak,423.4460000000002,110.85,0.0,7.0,0.0,2.0833,True
CC1(N(CCc2cc(O)ccc12)c1ccccc1)c1ccc(OCCN2CCCCCC2)cc1, 56,7.251811972993799,strong,456.6300000000004,35.940000000000005,1.0,4.0,6.0,5.973200000000006,False
O[C@H]1c2c(CC1(F)F)c(Oc1cncc(Cl)c1)ccc2S(=O)(=O)CF, 79.0,7.102372908709558,strong,393.77000000000015,76.49000000000001,1.0,5.0,4.0,3.4528000000000025,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2CCC(O)c12, 1200,5.920818753952375,weak,347.36700000000013,87.39,1.0,5.0,3.0,2.872780000000002,True
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@H](N1CC1(F)CC1)c1ncc(NC2CN(CCCF)C2)cc1F, 29.0,7.5376020021010435,strong,484.5700000000003,60.080000000000005,2.0,5.0,8.0,4.390800000000003,False
Cc1ccc(cc1)S(=O)(=O)Nc1ccc2cc[nH]c2c1, 205,6.688246138944246,weak,286.356,61.96,2.0,2.0,3.0,3.277120000000001,False
Oc1ccc2CCC(=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c2c1)c1ccncc1F, 460,6.337242168318426,weak,462.5400000000002,45.59,1.0,4.0,7.0,5.644300000000005,False
Oc1ccc2c(SCCC(c3ccc(OC(F)(F)F)cc3)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 457,6.34008379993015,weak,559.6250000000003,41.93,1.0,5.0,8.0,7.558400000000008,False
COc1ccc(c(C)n1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 127,6.896196279044043,weak,502.63000000000034,54.82000000000001,1.0,5.0,8.0,6.212320000000006,False
CCCC[C@H](O)c1cc(=O)oc2c(C(=O)CC(C)C)c(O)c(CC=C(C)C)c(O)c12, 1810,5.7423214251308154,weak,416.5140000000002,107.97,3.0,6.0,9.0,5.165300000000006,True
CC(C)=CC[C@@]12Oc3cc(O)c([C@H]4C=C(C)C[C@@H]([C@H]4C(=O)c4ccc(O)cc4O)c4ccc(O)cc4O)c(O)c3C(=O)[C@]1(O)Oc1cc(O)ccc21, 8750,5.057991946977687,weak,708.7160000000002,214.43999999999997,8.0,12.0,6.0,6.250200000000013,True
OC1c2c(CC1(F)F)c(OC1=CC=CN3CC=NC13)ccc2S(=O)(=O)C(F)(F)F, 21000,4.6777807052660805,weak,436.3580000000001,79.2,1.0,6.0,3.0,2.7074000000000016,True
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O, 3.2,8.494850021680094,strong,272.388,40.46,2.0,2.0,0.0,3.6092000000000026,False
CCN1CCc2cc(ccc12)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 15.0,7.823908740944319,strong,526.6960000000004,35.94,1.0,4.0,8.0,6.882700000000008,False
COc1cccc([CH-]\N=[NH+]\c2ncccc2[N+]([O-])=O)c1OC, 8210,5.085656842880559,weak,302.2900000000001,100.82000000000001,1.0,6.0,6.0,1.3813899999999997,True
Cc1csc(NC(=O)c2cn3ccccc3n2)n1, 7980,5.09799710864927,weak,258.30600000000004,59.290000000000006,1.0,5.0,2.0,2.35152,True
CCOC(=O)C1CCN(CC1)C(=O)Nc1ccc2snnc2c1, 11600,4.935542010773082,weak,334.401,84.42,1.0,6.0,3.0,2.4983000000000013,True
CCCC[C@H](OC(C)=O)c1cc(=O)oc2c(C(=O)[C@@H](C)CC)c(OC(C)=O)c(CC=C(C)C)c(OC(C)=O)c12, 830,6.080921907623926,weak,542.6250000000003,126.18000000000004,0.0,9.0,12.0,6.175500000000007,True
CCS(=O)(=O)c1ncc(Cl)c(n1)C(=O)Nc1ccc(C)cc1, 10300,4.987162775294828,weak,339.8040000000001,89.02000000000001,1.0,5.0,4.0,2.4843200000000003,True
COCC(C)(F)CN1[C@H](C)Cc2c(ccc3[nH]ncc23)[C@H]1c1ccc(NC2CN(CCCF)C2)cc1OC, 6.90,8.161150909262744,strong,527.6600000000003,65.65,2.0,6.0,11.0,4.7378000000000045,False
CC(=O)C1=CC[C@H]2[C@]3(C)CC[C@H]4C(C)(C)CCC[C@]4(CO)[C@H]3C[C@H](O)[C@]2(C)[C@H]1C=O, 800,6.096910013008056,weak,416.6020000000001,74.6,2.0,4.0,3.0,4.329000000000004,True
CCCn1cnc(\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)-c3ccc(O)cc3)cc2)c1, 58.0,7.236572006437063,strong,468.57800000000015,67.51,2.0,6.0,7.0,7.548700000000007,False
Cc1cc(O)ccc1-c1ccc2cc(O)ccc2c1, 40,7.3979400086720375,strong,250.297,40.46,2.0,2.0,1.0,4.226420000000002,False
CCCc1nnc(\C=C\c2ccc(cc2)C2(C)N(CCc3cc(O)ccc23)c2ccc(F)cc2)o1, 56,7.251811972993799,strong,469.5600000000002,62.39,1.0,5.0,6.0,6.363400000000007,False
Cc1coc-2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12, 12500,4.903089986991944,weak,276.291,47.28,0.0,3.0,0.0,4.095640000000003,True
CC(C)=CCc1c(O)cc(cc1O)C(=O)[C@@H]1[C@H](CC(C)=C[C@@H]1c1c(O)ccc(C(=O)C=Cc2ccc(O)cc2)c1O)c1ccc(O)cc1, 9540,5.020451625295905,weak,646.7360000000003,155.52,6.0,8.0,9.0,8.041500000000012,True
COc1cc(NCCNCCCF)ccc1[C@H]1N(CC(F)(F)CO)[C@H](C)Cc2c1[nH]c1ccccc21, 0.250,9.602059991327963,strong,504.59700000000026,72.55000000000001,4.0,5.0,12.0,4.501200000000003,False
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O, 3.4,8.468521082957745,strong,272.388,40.46,2.0,2.0,0.0,3.6092000000000026,False
Cc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3SC2)c(F)c1F, 204,6.690369832574102,weak,511.60900000000015,32.7,1.0,4.0,7.0,6.8563200000000055,False
Oc1ccc2C(C(CCc2c1)c1ccccc1)c1ccc(OCCN2CCCC2)cc1, 0.500000,9.301029995663981,strong,413.5610000000003,32.7,1.0,3.0,6.0,5.728700000000006,False
Oc1ccc(cc1)-c1nc2cc(O)cc(C=C)c2o1, 447,6.349692476868063,weak,253.25699999999998,66.49000000000001,2.0,4.0,2.0,3.5490000000000013,False
O[C@@H]1CCc2c1c(ccc2Oc1cc(F)cc(F)c1)C#N, 5000,5.301029995663981,weak,287.265,53.25,1.0,3.0,2.0,3.608380000000002,True
CC\C(=C(\c1ccc(OCCCOCC(=O)N2CCN(CC2)C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)cc1)c1ccc2[nH]ncc2c1)c1ccc(Cl)cc1F, 3.40,8.468521082957745,strong,857.3580000000001,133.51,2.0,7.0,14.0,8.461000000000006,False
C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@H](N1CC1(F)CC1)c1c(F)cnc(OCCNCCCF)c1F, 1.20,8.920818753952375,strong,508.5350000000003,53.18000000000001,2.0,4.0,10.0,5.146300000000004,False
CC(C)[C@H](COc1ccc(cc1)[C@@H]1Oc2ccc(O)cc2S[C@@H]1c1ccc(O)cc1)N1CCCC1, 0.5,9.301029995663981,strong,491.6530000000003,62.160000000000004,2.0,6.0,7.0,6.564100000000008,False
COCCn1c(C)cc(C(=O)CSc2nnc(C)s2)c1C, 5990,5.2225731776106885,weak,325.45900000000006,57.010000000000005,0.0,7.0,7.0,2.886260000000002,True
CC(F)(F)COc1sc(c2[C@H](O)C(F)(F)Cc12)S(C)(=O)=O, 280000,3.5528419686577806,weak,348.33900000000006,63.6,1.0,5.0,4.0,2.410400000000001,True
CC[C@H](C)C(=O)c1c(O)c(CC=C(C)C)c2oc(=O)cc(-c3ccccc3)c2c1O, 4820,5.31695296176115,weak,406.47800000000007,87.74,2.0,5.0,6.0,5.608700000000007,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)(F)[C@@H](O)c12, 8.50,8.070581074285707,strong,383.3470000000001,87.39,1.0,5.0,3.0,3.1179800000000024,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(Cl)c2)c(Br)c1, 4400,5.356547323513812,weak,379.634,43.370000000000005,0.0,3.0,3.0,4.437400000000002,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)F)c1cccc(OCCNCCCF)c1, 1.70,8.769551078621726,strong,463.51900000000023,40.29,2.0,3.0,9.0,5.394200000000005,False
COc1cc(NC2CN(CCCF)C2)ccc1[C@H]1N(CC(F)(F)F)[C@H](C)Cc2c1ccc1[nH]ncc21, 0.063096,10.199998172182031,strong,505.5600000000002,56.42,2.0,5.0,8.0,4.925500000000005,False
CCCc1cc(=O)oc2c(CC=C(C)C)c(O)c(C(=O)CC(C)C)c(O)c12, 9560,5.0195421077238995,weak,372.4610000000001,87.74,2.0,5.0,7.0,4.894200000000006,True
Oc1ccc2c(CCCC(c3cccc(F)c3Cl)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1F, 40.0,7.3979400086720375,strong,528.0140000000005,32.7,1.0,3.0,7.0,7.431900000000007,False
Cc1ccc(CN=Nc2cccc(c2)C(O)=O)s1, 64500,4.1904402853647325,weak,260.31800000000004,62.02,1.0,4.0,4.0,4.038620000000002,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2[C@H](F)[C@@H](F)[C@@H](O)c12, 1900,5.721246399047171,weak,383.34700000000004,87.39,1.0,5.0,3.0,3.288880000000002,True
CC(=O)c1ccc(NC(=O)c2cnn3ccccc23)cc1, 10800,4.966576244513051,weak,279.299,63.47,1.0,4.0,3.0,2.789200000000001,True
COc1cc(cc2CN(C3CCC(=O)NC3=O)C(=O)c12)N1CCN(CC1)C1CC2CC(CC2C1)Oc1ccc(cc1)[C@H]1[C@H](CCc2cc(O)ccc12)c1ccc(F)cc1, 0.820000,9.086186147616283,strong,798.9560000000004,111.65,2.0,8.0,8.0,6.921000000000009,False
CC1(N(CCc2cc(O)ccc12)c1ccc(F)cc1)c1ccc(OCCN2CCCC2)cc1, 1.6,8.795880017344075,strong,446.5660000000003,35.940000000000005,1.0,4.0,6.0,5.332100000000006,False
COc1ccc(cc1)S(=O)(=O)N(Cc1cc2C=CC(C)(C)Oc2cn1)c1ccccc1, 1400,5.853871964321762,weak,436.53300000000013,68.73,0.0,5.0,6.0,4.669900000000004,True
